Variable,Label_ID,FS_Label_Name,Hemisphere,FS_Structure,Feature_Family
label251_wavelet-LHH_glcm_Idmn,251,CC_Posterior,Midline/Other,CC_Posterior,Texture – GLCM
label251_wavelet-LHH_glcm_Idn,251,CC_Posterior,Midline/Other,CC_Posterior,Texture – GLCM
label1030_wavelet-HLH_glcm_JointEntropy,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLCM
label1030_wavelet-LHL_glszm_ZoneVariance,1030,ctx-lh-superiortemporal,LH,superiortemporal,Texture – GLSZM
label1011_log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,1011,ctx-lh-lateraloccipital,LH,lateraloccipital,Texture – GLRLM
label1012_original_shape_Maximum3DDiameter,1012,ctx-lh-lateralorbitofrontal,LH,lateralorbitofrontal,Shape (3D)
label2026_wavelet-HLH_glcm_ClusterTendency,2026,ctx-rh-rostralanteriorcingulate,RH,rostralanteriorcingulate,Texture – GLCM
label2022_wavelet-LLL_glszm_SmallAreaLowGrayLevelEmphasis,2022,ctx-rh-postcentral,RH,postcentral,Texture – GLSZM
label2022_original_glszm_SmallAreaLowGrayLevelEmphasis,2022,ctx-rh-postcentral,RH,postcentral,Texture – GLSZM
label2022_original_glszm_SmallAreaHighGrayLevelEmphasis,2022,ctx-rh-postcentral,RH,postcentral,Texture – GLSZM
label2022_original_glszm_SmallAreaEmphasis,2022,ctx-rh-postcentral,RH,postcentral,Texture – GLSZM
label2022_wavelet-LLL_glszm_SmallAreaHighGrayLevelEmphasis,2022,ctx-rh-postcentral,RH,postcentral,Texture – GLSZM
label2022_wavelet-LLL_glszm_SmallAreaEmphasis,2022,ctx-rh-postcentral,RH,postcentral,Texture – GLSZM
label2002_wavelet-LHH_glszm_LargeAreaHighGrayLevelEmphasis,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,Texture – GLSZM
label1001_wavelet-LHH_glrlm_RunVariance,1001,ctx-lh-bankssts,LH,bankssts,Texture – GLRLM
label2013_wavelet-HHH_firstorder_Variance,2013,ctx-rh-lingual,RH,lingual,First-order
label77_wavelet-HLH_firstorder_10Percentile,77,WM-hypointensities,Midline/Other,WM-hypointensities,First-order
label1022_log-sigma-5-0-mm-3D_glrlm_RunEntropy,1022,ctx-lh-postcentral,LH,postcentral,Texture – GLRLM
label2013_wavelet-HHH_firstorder_RootMeanSquared,2013,ctx-rh-lingual,RH,lingual,First-order
label2014_wavelet-LHH_gldm_LowGrayLevelEmphasis,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,Texture – GLDM
label2014_wavelet-LHH_gldm_HighGrayLevelEmphasis,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,Texture – GLDM
label54_wavelet-LLH_glrlm_RunVariance,54,Right-Amygdala,RH,Amygdala,Texture – GLRLM
label1022_wavelet-HLH_gldm_LargeDependenceEmphasis,1022,ctx-lh-postcentral,LH,postcentral,Texture – GLDM
label2015_wavelet-HLL_glcm_ClusterShade,2015,ctx-rh-middletemporal,RH,middletemporal,Texture – GLCM
label1034_wavelet-LHH_glszm_ZoneVariance,1034,ctx-lh-transversetemporal,LH,transversetemporal,Texture – GLSZM
label10_log-sigma-1-0-mm-3D_firstorder_Minimum,10,Left-Thalamus-Proper*,LH,Thalamus-Proper*,First-order
label18_wavelet-HHH_glcm_DifferenceEntropy,18,Left-Amygdala,LH,Amygdala,Texture – GLCM
label2022_wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis,2022,ctx-rh-postcentral,RH,postcentral,Texture – GLRLM
label1015_log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLDM
label2034_wavelet-LHL_firstorder_MeanAbsoluteDeviation,2034,ctx-rh-transversetemporal,RH,transversetemporal,First-order
label252_wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis,252,CC_Mid_Posterior,Midline/Other,CC_Mid_Posterior,Texture – GLDM
label253_wavelet-HHL_gldm_DependenceNonUniformity,253,CC_Central,Midline/Other,CC_Central,Texture – GLDM
label2016_wavelet-HHL_firstorder_Energy,2016,ctx-rh-parahippocampal,RH,parahippocampal,First-order
label2016_wavelet-HHL_firstorder_TotalEnergy,2016,ctx-rh-parahippocampal,RH,parahippocampal,First-order
label2019_wavelet-LHL_glcm_SumEntropy,2019,ctx-rh-parsorbitalis,RH,parsorbitalis,Texture – GLCM
label1023_wavelet-HHL_firstorder_Maximum,1023,ctx-lh-posteriorcingulate,LH,posteriorcingulate,First-order
label1024_wavelet-LHL_gldm_LargeDependenceLowGrayLevelEmphasis,1024,ctx-lh-precentral,LH,precentral,Texture – GLDM
label52_log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,52,Right-Pallidum,RH,Pallidum,Texture – GLSZM
label1034_wavelet-HHL_glcm_Imc2,1034,ctx-lh-transversetemporal,LH,transversetemporal,Texture – GLCM
label1024_wavelet-LLH_gldm_GrayLevelNonUniformity,1024,ctx-lh-precentral,LH,precentral,Texture – GLDM
label2031_original_firstorder_Maximum,2031,ctx-rh-supramarginal,RH,supramarginal,First-order
label1032_wavelet-HHL_glcm_SumEntropy,1032,ctx-lh-frontalpole,LH,frontalpole,Texture – GLCM
label18_wavelet-HHH_glcm_Imc1,18,Left-Amygdala,LH,Amygdala,Texture – GLCM
label2014_wavelet-LLH_gldm_DependenceNonUniformityNormalized,2014,ctx-rh-medialorbitofrontal,RH,medialorbitofrontal,Texture – GLDM
label1012_wavelet-LLH_firstorder_Minimum,1012,ctx-lh-lateralorbitofrontal,LH,lateralorbitofrontal,First-order
label1022_log-sigma-1-0-mm-3D_glszm_ZonePercentage,1022,ctx-lh-postcentral,LH,postcentral,Texture – GLSZM
label1003_wavelet-LLL_glrlm_RunVariance,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLRLM
label1015_wavelet-HLL_gldm_DependenceVariance,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLDM
label1003_original_glrlm_RunVariance,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLRLM
label1013_log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,1013,ctx-lh-lingual,LH,lingual,Texture – GLSZM
label2017_wavelet-LHL_gldm_DependenceNonUniformityNormalized,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLDM
label1023_wavelet-LHL_glrlm_RunPercentage,1023,ctx-lh-posteriorcingulate,LH,posteriorcingulate,Texture – GLRLM
label2024_log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,2024,ctx-rh-precentral,RH,precentral,Texture – GLDM
label28_log-sigma-1-0-mm-3D_glcm_ClusterTendency,28,Left-VentralDC,LH,VentralDC,Texture – GLCM
label1009_wavelet-LLH_glcm_Idm,1009,ctx-lh-inferiortemporal,LH,inferiortemporal,Texture – GLCM
label254_wavelet-HHL_firstorder_10Percentile,254,CC_Mid_Anterior,Midline/Other,CC_Mid_Anterior,First-order
label254_wavelet-HLL_firstorder_Maximum,254,CC_Mid_Anterior,Midline/Other,CC_Mid_Anterior,First-order
label1009_wavelet-LLH_glcm_Id,1009,ctx-lh-inferiortemporal,LH,inferiortemporal,Texture – GLCM
label1012_wavelet-HLH_glcm_SumSquares,1012,ctx-lh-lateralorbitofrontal,LH,lateralorbitofrontal,Texture – GLCM
label1012_wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation,1012,ctx-lh-lateralorbitofrontal,LH,lateralorbitofrontal,First-order
label47_wavelet-LLH_glcm_SumSquares,47,Right-Cerebellum-Cortex,RH,Cerebellum-Cortex,Texture – GLCM
label1009_wavelet-LLH_glcm_Idn,1009,ctx-lh-inferiortemporal,LH,inferiortemporal,Texture – GLCM
label1009_wavelet-LLH_glcm_InverseVariance,1009,ctx-lh-inferiortemporal,LH,inferiortemporal,Texture – GLCM
label1009_wavelet-LLH_glcm_Contrast,1009,ctx-lh-inferiortemporal,LH,inferiortemporal,Texture – GLCM
label1009_wavelet-LLH_glcm_DifferenceAverage,1009,ctx-lh-inferiortemporal,LH,inferiortemporal,Texture – GLCM
label1009_wavelet-LLH_glcm_Idmn,1009,ctx-lh-inferiortemporal,LH,inferiortemporal,Texture – GLCM
label1031_wavelet-HHH_gldm_DependenceEntropy,1031,ctx-lh-supramarginal,LH,supramarginal,Texture – GLDM
label1002_log-sigma-3-0-mm-3D_glcm_ClusterTendency,1002,ctx-lh-caudalanteriorcingulate,LH,caudalanteriorcingulate,Texture – GLCM
label1017_wavelet-LHL_glrlm_LongRunLowGrayLevelEmphasis,1017,ctx-lh-paracentral,LH,paracentral,Texture – GLRLM
label2003_wavelet-LHL_firstorder_Skewness,2003,ctx-rh-caudalmiddlefrontal,RH,caudalmiddlefrontal,First-order
label1001_wavelet-HHH_firstorder_90Percentile,1001,ctx-lh-bankssts,LH,bankssts,First-order
label7_log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,Texture – GLRLM
label1013_wavelet-HLH_firstorder_MeanAbsoluteDeviation,1013,ctx-lh-lingual,LH,lingual,First-order
label4_wavelet-LHL_glcm_MCC,4,Left-Lateral-Ventricle,LH,Lateral-Ventricle,Texture – GLCM
label1005_wavelet-HHL_glrlm_RunLengthNonUniformityNormalized,1005,ctx-lh-cuneus,LH,cuneus,Texture – GLRLM
label1026_wavelet-HLL_firstorder_Median,1026,ctx-lh-rostralanteriorcingulate,LH,rostralanteriorcingulate,First-order
label10_wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,10,Left-Thalamus-Proper*,LH,Thalamus-Proper*,Texture – GLRLM
label1008_original_firstorder_RootMeanSquared,1008,ctx-lh-inferiorparietal,LH,inferiorparietal,First-order
label60_wavelet-LHL_glcm_DifferenceVariance,60,Right-VentralDC,RH,VentralDC,Texture – GLCM
label1012_log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis,1012,ctx-lh-lateralorbitofrontal,LH,lateralorbitofrontal,Texture – GLSZM
label1031_wavelet-LLL_glrlm_RunEntropy,1031,ctx-lh-supramarginal,LH,supramarginal,Texture – GLRLM
label1031_original_glrlm_RunEntropy,1031,ctx-lh-supramarginal,LH,supramarginal,Texture – GLRLM
label1020_log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,1020,ctx-lh-parstriangularis,LH,parstriangularis,Texture – GLRLM
label2013_log-sigma-1-0-mm-3D_glrlm_ShortRunEmphasis,2013,ctx-rh-lingual,RH,lingual,Texture – GLRLM
label54_original_firstorder_Skewness,54,Right-Amygdala,RH,Amygdala,First-order
label2027_log-sigma-1-0-mm-3D_glcm_Imc1,2027,ctx-rh-rostralmiddlefrontal,RH,rostralmiddlefrontal,Texture – GLCM
label1015_original_gldm_SmallDependenceLowGrayLevelEmphasis,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLDM
label1015_original_gldm_SmallDependenceHighGrayLevelEmphasis,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLDM
label2030_wavelet-HLH_glcm_Imc1,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLCM
label2030_wavelet-HLH_glcm_DifferenceEntropy,2030,ctx-rh-superiortemporal,RH,superiortemporal,Texture – GLCM
label49_wavelet-HHL_firstorder_Energy,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,First-order
label49_wavelet-HHL_firstorder_TotalEnergy,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,First-order
label1015_wavelet-LLL_gldm_SmallDependenceEmphasis,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLDM
label47_log-sigma-5-0-mm-3D_glrlm_GrayLevelVariance,47,Right-Cerebellum-Cortex,RH,Cerebellum-Cortex,Texture – GLRLM
label1015_wavelet-LLL_gldm_SmallDependenceHighGrayLevelEmphasis,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLDM
label1024_wavelet-HHH_glrlm_RunLengthNonUniformityNormalized,1024,ctx-lh-precentral,LH,precentral,Texture – GLRLM
label2009_wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,2009,ctx-rh-inferiortemporal,RH,inferiortemporal,Texture – GLRLM
label47_log-sigma-5-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,47,Right-Cerebellum-Cortex,RH,Cerebellum-Cortex,Texture – GLRLM
label1015_original_gldm_SmallDependenceEmphasis,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLDM
label253_wavelet-LHL_gldm_GrayLevelNonUniformity,253,CC_Central,Midline/Other,CC_Central,Texture – GLDM
label46_log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLDM
label1015_wavelet-LLL_gldm_SmallDependenceLowGrayLevelEmphasis,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLDM
label1003_log-sigma-1-0-mm-3D_glcm_ClusterTendency,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label2_wavelet-HLL_glrlm_HighGrayLevelRunEmphasis,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLRLM
label2_wavelet-HLL_glrlm_LowGrayLevelRunEmphasis,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLRLM
label1002_log-sigma-3-0-mm-3D_glcm_SumSquares,1002,ctx-lh-caudalanteriorcingulate,LH,caudalanteriorcingulate,Texture – GLCM
label1015_log-sigma-5-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,1015,ctx-lh-middletemporal,LH,middletemporal,Texture – GLRLM
label253_original_firstorder_Energy,253,CC_Central,Midline/Other,CC_Central,First-order
label2002_wavelet-LLL_firstorder_RobustMeanAbsoluteDeviation,2002,ctx-rh-caudalanteriorcingulate,RH,caudalanteriorcingulate,First-order
label2017_wavelet-LHH_firstorder_RobustMeanAbsoluteDeviation,2017,ctx-rh-paracentral,RH,paracentral,First-order
label2020_log-sigma-5-0-mm-3D_gldm_SmallDependenceEmphasis,2020,ctx-rh-parstriangularis,RH,parstriangularis,Texture – GLDM
label2003_wavelet-HLL_firstorder_Variance,2003,ctx-rh-caudalmiddlefrontal,RH,caudalmiddlefrontal,First-order
label46_wavelet-HHH_glcm_Correlation,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label2034_wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,2034,ctx-rh-transversetemporal,RH,transversetemporal,Texture – GLDM
label2025_wavelet-HLH_gldm_DependenceVariance,2025,ctx-rh-precuneus,RH,precuneus,Texture – GLDM
label53_log-sigma-1-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,53,Right-Hippocampus,RH,Hippocampus,Texture – GLRLM
label49_log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity,49,Right-Thalamus-Proper*,RH,Thalamus-Proper*,Texture – GLRLM
label24_log-sigma-1-0-mm-3D_firstorder_InterquartileRange,24,CSF,Midline/Other,CSF,First-order
label2008_log-sigma-1-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,2008,ctx-rh-inferiorparietal,RH,inferiorparietal,Texture – GLRLM
label53_wavelet-HLH_glcm_Idm,53,Right-Hippocampus,RH,Hippocampus,Texture – GLCM
label53_wavelet-HLH_glcm_Id,53,Right-Hippocampus,RH,Hippocampus,Texture – GLCM
label53_wavelet-HLH_glcm_Idmn,53,Right-Hippocampus,RH,Hippocampus,Texture – GLCM
label53_wavelet-HLH_glcm_InverseVariance,53,Right-Hippocampus,RH,Hippocampus,Texture – GLCM
label53_wavelet-HLH_glcm_Contrast,53,Right-Hippocampus,RH,Hippocampus,Texture – GLCM
label53_wavelet-HLH_glcm_DifferenceAverage,53,Right-Hippocampus,RH,Hippocampus,Texture – GLCM
label53_wavelet-HLH_glcm_Idn,53,Right-Hippocampus,RH,Hippocampus,Texture – GLCM
label2015_wavelet-HLL_glcm_MaximumProbability,2015,ctx-rh-middletemporal,RH,middletemporal,Texture – GLCM
label31_wavelet-HLH_firstorder_Variance,31,Left-choroid-plexus,LH,choroid-plexus,First-order
label54_wavelet-HLL_glrlm_RunEntropy,54,Right-Amygdala,RH,Amygdala,Texture – GLRLM
label46_wavelet-LHL_glcm_ClusterTendency,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label253_original_firstorder_TotalEnergy,253,CC_Central,Midline/Other,CC_Central,First-order
label1015_original_shape_SurfaceVolumeRatio,1015,ctx-lh-middletemporal,LH,middletemporal,Shape (3D)
label2024_log-sigma-5-0-mm-3D_glrlm_RunPercentage,2024,ctx-rh-precentral,RH,precentral,Texture – GLRLM
label2009_wavelet-LLH_glcm_Imc2,2009,ctx-rh-inferiortemporal,RH,inferiortemporal,Texture – GLCM
label2_wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,Texture – GLSZM
label2009_wavelet-LLH_glcm_MCC,2009,ctx-rh-inferiortemporal,RH,inferiortemporal,Texture – GLCM
label2009_log-sigma-1-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis,2009,ctx-rh-inferiortemporal,RH,inferiortemporal,Texture – GLRLM
label2_wavelet-HHH_firstorder_90Percentile,2,Left-Cerebral-White-Matter,LH,Cerebral-White-Matter,First-order
label2012_wavelet-LHL_glcm_ClusterShade,2012,ctx-rh-lateralorbitofrontal,RH,lateralorbitofrontal,Texture – GLCM
label2012_log-sigma-3-0-mm-3D_gldm_DependenceVariance,2012,ctx-rh-lateralorbitofrontal,RH,lateralorbitofrontal,Texture – GLDM
label7_log-sigma-3-0-mm-3D_firstorder_90Percentile,7,Left-Cerebellum-White-Matter,LH,Cerebellum-White-Matter,First-order
label253_log-sigma-1-0-mm-3D_glrlm_LowGrayLevelRunEmphasis,253,CC_Central,Midline/Other,CC_Central,Texture – GLRLM
label253_log-sigma-1-0-mm-3D_glrlm_HighGrayLevelRunEmphasis,253,CC_Central,Midline/Other,CC_Central,Texture – GLRLM
label2023_wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,2023,ctx-rh-posteriorcingulate,RH,posteriorcingulate,Texture – GLSZM
label1003_wavelet-LHL_glcm_Autocorrelation,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label46_log-sigma-1-0-mm-3D_glcm_Idn,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label46_log-sigma-1-0-mm-3D_glcm_Idmn,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label1018_original_gldm_LargeDependenceHighGrayLevelEmphasis,1018,ctx-lh-parsopercularis,LH,parsopercularis,Texture – GLDM
label1018_original_gldm_LargeDependenceEmphasis,1018,ctx-lh-parsopercularis,LH,parsopercularis,Texture – GLDM
label46_log-sigma-1-0-mm-3D_glcm_Id,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label46_log-sigma-1-0-mm-3D_glcm_DifferenceAverage,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label46_wavelet-HLL_glcm_ClusterTendency,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label46_log-sigma-1-0-mm-3D_glcm_InverseVariance,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label26_wavelet-LLH_glrlm_ShortRunLowGrayLevelEmphasis,26,Left-Accumbens-area,LH,Accumbens-area,Texture – GLRLM
label1018_wavelet-LLL_gldm_LargeDependenceEmphasis,1018,ctx-lh-parsopercularis,LH,parsopercularis,Texture – GLDM
label2024_wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,2024,ctx-rh-precentral,RH,precentral,Texture – GLDM
label2034_wavelet-HHL_firstorder_Maximum,2034,ctx-rh-transversetemporal,RH,transversetemporal,First-order
label2011_wavelet-HLH_firstorder_TotalEnergy,2011,ctx-rh-lateraloccipital,RH,lateraloccipital,First-order
label2011_wavelet-HLH_firstorder_Energy,2011,ctx-rh-lateraloccipital,RH,lateraloccipital,First-order
label46_log-sigma-1-0-mm-3D_glcm_Contrast,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label1018_wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,1018,ctx-lh-parsopercularis,LH,parsopercularis,Texture – GLDM
label2017_log-sigma-3-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,2017,ctx-rh-paracentral,RH,paracentral,Texture – GLSZM
label1018_original_gldm_LargeDependenceLowGrayLevelEmphasis,1018,ctx-lh-parsopercularis,LH,parsopercularis,Texture – GLDM
label46_log-sigma-1-0-mm-3D_glcm_Idm,46,Right-Cerebellum-White-Matter,RH,Cerebellum-White-Matter,Texture – GLCM
label10_wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation,10,Left-Thalamus-Proper*,LH,Thalamus-Proper*,First-order
label1003_wavelet-LHL_glcm_DifferenceEntropy,1003,ctx-lh-caudalmiddlefrontal,LH,caudalmiddlefrontal,Texture – GLCM
label2016_wavelet-LLH_glcm_MaximumProbability,2016,ctx-rh-parahippocampal,RH,parahippocampal,Texture – GLCM
label1018_wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis,1018,ctx-lh-parsopercularis,LH,parsopercularis,Texture – GLDM
label4_wavelet-LLH_firstorder_Minimum,4,Left-Lateral-Ventricle,LH,Lateral-Ventricle,First-order
label1025_log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis,1025,ctx-lh-precuneus,LH,precuneus,Texture – GLSZM
label8_wavelet-LHL_glcm_ClusterShade,8,Left-Cerebellum-Cortex,LH,Cerebellum-Cortex,Texture – GLCM
label4_wavelet-LHL_glcm_Imc2,4,Left-Lateral-Ventricle,LH,Lateral-Ventricle,Texture – GLCM
label47_wavelet-LLH_glcm_DifferenceVariance,47,Right-Cerebellum-Cortex,RH,Cerebellum-Cortex,Texture – GLCM
label16_log-sigma-1-0-mm-3D_glcm_Imc1,16,Brain-Stem,Midline/Other,Brain-Stem,Texture – GLCM
label47_wavelet-LLH_glcm_DifferenceEntropy,47,Right-Cerebellum-Cortex,RH,Cerebellum-Cortex,Texture – GLCM
label47_original_firstorder_TotalEnergy,47,Right-Cerebellum-Cortex,RH,Cerebellum-Cortex,First-order
label4_wavelet-LLH_glcm_MaximumProbability,4,Left-Lateral-Ventricle,LH,Lateral-Ventricle,Texture – GLCM
label1028_wavelet-HLL_firstorder_Mean,1028,ctx-lh-superiorfrontal,LH,superiorfrontal,First-order
label1035_wavelet-HHH_glcm_JointEntropy,1035,ctx-lh-insula,LH,insula,Texture – GLCM
label1034_wavelet-LLH_gldm_LargeDependenceLowGrayLevelEmphasis,1034,ctx-lh-transversetemporal,LH,transversetemporal,Texture – GLDM
label47_original_firstorder_Energy,47,Right-Cerebellum-Cortex,RH,Cerebellum-Cortex,First-order
label1020_wavelet-LHL_glcm_Autocorrelation,1020,ctx-lh-parstriangularis,LH,parstriangularis,Texture – GLCM
label1005_wavelet-HLL_glrlm_RunPercentage,1005,ctx-lh-cuneus,LH,cuneus,Texture – GLRLM
label1013_log-sigma-5-0-mm-3D_glszm_GrayLevelVariance,1013,ctx-lh-lingual,LH,lingual,Texture – GLSZM
label2034_wavelet-LHH_firstorder_10Percentile,2034,ctx-rh-transversetemporal,RH,transversetemporal,First-order
label1012_log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,1012,ctx-lh-lateralorbitofrontal,LH,lateralorbitofrontal,Texture – GLDM
label1017_wavelet-LHL_glcm_Autocorrelation,1017,ctx-lh-paracentral,LH,paracentral,Texture – GLCM
label50_wavelet-HLL_gldm_DependenceEntropy,50,Right-Caudate,RH,Caudate,Texture – GLDM
label1007_original_glrlm_ShortRunLowGrayLevelEmphasis,1007,ctx-lh-fusiform,LH,fusiform,Texture – GLRLM
label1008_wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,1008,ctx-lh-inferiorparietal,LH,inferiorparietal,Texture – GLDM
label1008_wavelet-HHH_glcm_JointEnergy,1008,ctx-lh-inferiorparietal,LH,inferiorparietal,Texture – GLCM
label58_wavelet-HLH_glcm_SumSquares,58,Right-Accumbens-area,RH,Accumbens-area,Texture – GLCM
label1008_wavelet-HHH_glcm_JointEntropy,1008,ctx-lh-inferiorparietal,LH,inferiorparietal,Texture – GLCM
label255_log-sigma-3-0-mm-3D_firstorder_MeanAbsoluteDeviation,255,CC_Anterior,Midline/Other,CC_Anterior,First-order
label2029_original_shape_Maximum2DDiameterSlice,2029,ctx-rh-superiorparietal,RH,superiorparietal,Shape (3D)
